sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
142,normal,"( ( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",8,10,0.625,10,6
143,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
144,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
145,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) )",6,8,0.647059,11,6
146,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
147,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
148,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
149,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
150,abnormal,"( G( (x_46 <= 0.2299) ∨ ( F[0,inf](x_31 <= -0.1525) ) ) )",1,3,0.840708,95,18
151,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
152,abnormal,"( ( G(x_28 <= 0.0559) ) ∨ ( G[19,68]( F(x_0 => 0.5885) ) ) )",1,3,0.818898,104,23
153,abnormal,"( (x_6 => 0.2831) ∨ ( G[127,inf](x_51 <= 0.5619) ) )",1,2,0.824561,94,20
154,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
155,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
156,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
157,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
158,abnormal,"( G( (x_46 <= 0.2299) ∨ ( F[0,inf](x_31 <= -0.1525) ) ) )",1,3,0.840708,95,18
159,normal,"( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) )",5,7,0.631579,12,7
160,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) )",6,8,0.692308,18,8
161,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
162,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
163,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
164,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
165,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
166,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
167,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
168,normal,"( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) )",5,7,0.538462,28,24
169,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
170,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F( (x_46 => 0.2299) ∧ ( G[0,inf](x_31 => -0.1525) ) ) ) )",4,6,0.75,12,4
171,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
172,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
173,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) )",6,8,0.75,12,4
174,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) )",6,8,0.636364,7,4
175,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.833333,15,3
176,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
177,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
178,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) )",4,6,0.75,12,4
179,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) )",4,6,0.68,17,8
180,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[383,397]( G[6,7](x_57 => 1.0194) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",6,8,0.62963,17,10
181,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) )",6,8,0.75,12,4
182,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
183,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",4,6,0.785714,11,3
184,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
185,normal,"( ( ( ( ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) )",5,7,1.0,6,0
186,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
187,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
188,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
189,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
190,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.928571,13,1
191,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
192,normal,"( ( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",7,9,0.590909,13,9
193,normal,"( ( ( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) ) ∧ ( ( F(x_54 => 1.5928) ) ∧ ( (x_39 <= 1.4138) ∧ ( (x_37 <= 6.1926) ∨ (x_9 => 0.7715) ) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[40,54]( (x_25 <= 13.8042) ∧ (x_58 => 1.6441) ) ) )",6,8,0.575758,19,14
194,abnormal,( (x_2 <= -0.3239) ∨ ( ( G(x_53 <= 1.0552) ) ∨ (x_45 => 0.9265) ) ),1,3,0.863248,101,16
195,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( G[5,136]( (x_37 <= 20.2865) ∧ (x_60 => 0.0034) ) ) )",4,6,0.769231,10,3
196,normal,"( ( ( ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( ( G(x_40 => -0.0206) ) ∧ ( F[314,inf]( (x_46 <= 6.1463) ∧ (x_49 => 0.182) ) ) ) )",4,6,0.652174,15,8
197,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
198,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) )",4,6,0.75,12,4
199,normal,"( ( ( ( ( ( F(x_28 => 0.0559) ) ∧ ( F[19,68]( G(x_0 <= 0.5885) ) ) ) ∧ ( ( G[236,281](x_40 => -0.0615) ) ∧ (x_51 => 0.0429) ) ) ∧ ( (x_6 <= 0.2831) ∧ ( F[127,inf](x_51 => 0.5619) ) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) )",5,7,0.857143,6,1
200,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
201,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
202,normal,"( ( ( ( (x_2 => -0.3239) ∧ ( ( F(x_53 => 1.0552) ) ∧ (x_45 <= 0.9265) ) ) ∧ ( F[389,inf](x_1 <= 0.0009) ) ) ∧ ( F[20,56]( (x_1 <= 0.0005) ∧ (x_17 <= 0.8919) ) ) ) ∧ ( F[309,348](x_57 => 2.1785) ) )",4,6,0.928571,13,1
203,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
204,abnormal,"( ( F(x_40 <= -0.0206) ) ∨ ( G[314,inf]( (x_46 => 6.1463) ∨ (x_49 <= 0.182) ) ) )",1,3,0.865979,84,13
